[INFO] 17:35:04:696 gameboy/(14114:14114): soy un log
[INFO] 17:35:04:769 gameboy/(14114:14114): El IP es: 127.0.0.1
[INFO] 17:35:04:769 gameboy/(14114:14114): El PUERTO es: 4444
[INFO] 17:35:05:288 gameboy/(14114:14114): El mensaje recibido es: Boca Campeon!
[INFO] 17:35:05:371 gameboy/(14118:14118): soy un log
[INFO] 17:35:05:371 gameboy/(14118:14118): El IP es: 127.0.0.1
[INFO] 17:35:05:371 gameboy/(14118:14118): El PUERTO es: 4444
[INFO] 17:35:05:371 gameboy/(14118:14118): El mensaje recibido es: Boca Campeon!
[INFO] 18:12:53:316 gameboy/(3676:3676): El IP es: 127.0.0.1
[INFO] 18:12:53:319 gameboy/(3676:3676): El PUERTO es: 37227
[INFO] 18:13:54:672 gameboy/(3944:3944): El IP es: 127.0.0.1
[INFO] 18:13:54:673 gameboy/(3944:3944): El PUERTO es: 37227
[INFO] 18:13:54:674 gameboy/(3944:3944): El mensaje recibido es: Boca Campeon!
[INFO] 18:16:36:594 gameboy/(4535:4535): El IP es: 127.0.0.1
[INFO] 18:16:36:595 gameboy/(4535:4535): El PUERTO es: 37227
[INFO] 18:16:36:595 gameboy/(4535:4535): El mensaje recibido es: Boca Campeon!
[INFO] 21:12:18:737 gameboy/(5061:5061): El IP es: 127.0.0.1
[INFO] 21:12:18:738 gameboy/(5061:5061): El PUERTO es: 37227
[INFO] 21:12:46:375 gameboy/(5229:5229): El IP es: 127.0.0.1
[INFO] 21:12:46:375 gameboy/(5229:5229): El PUERTO es: 37227
[INFO] 21:12:46:376 gameboy/(5229:5229): El mensaje recibido es: Boca Campeon!
[INFO] 21:15:07:118 gameboy/(5519:5519): El IP es: 127.0.0.1
[INFO] 21:15:07:122 gameboy/(5519:5519): El PUERTO es: 37227
[INFO] 21:15:07:122 gameboy/(5519:5519): El mensaje recibido es: Boca Campeon!
[INFO] 15:53:13:262 gameboy/(5410:5410): El IP es: (null)
[INFO] 15:53:13:263 gameboy/(5410:5410): El PUERTO es: (null)
[INFO] 17:22:21:841 gameboy/(17323:17323): El IP es: 127.0.0.1
[INFO] 17:22:21:842 gameboy/(17323:17323): El PUERTO es: 37227
[INFO] 18:09:03:188 gameboy/(22452:22452): El IP es: 127.0.0.1
[INFO] 18:09:03:189 gameboy/(22452:22452): El PUERTO es: 37227
[INFO] 18:09:17:404 gameboy/(22470:22470): El IP es: 127.0.0.1
[INFO] 18:09:17:405 gameboy/(22470:22470): El PUERTO es: 37227
[INFO] 18:09:31:613 gameboy/(22494:22494): El IP es: 127.0.0.1
[INFO] 18:09:31:614 gameboy/(22494:22494): El PUERTO es: 37227
[INFO] 18:10:16:710 gameboy/(22581:22581): El IP es: 127.0.0.1
[INFO] 18:10:16:711 gameboy/(22581:22581): El PUERTO es: 37227
[INFO] 18:10:39:415 gameboy/(22628:22628): El IP es: 127.0.0.1
[INFO] 18:10:39:416 gameboy/(22628:22628): El PUERTO es: 37227
[INFO] 18:13:56:582 gameboy/(22995:22995): El IP es: 127.0.0.1
[INFO] 18:13:56:583 gameboy/(22995:22995): El PUERTO es: 37227
[INFO] 18:16:34:730 gameboy/(23315:23315): El IP es: 127.0.0.1
